week_ended,reflecting_week_end,fips_code,state_name,initial_claims,continued_claims,covered_employment,insured_unemployment_rate,
6/14/1997,6/7/1997,04000US48,Texas,12583,111550,7912734,1.41,6/1/1997
6/7/1997,5/31/1997,04000US48,Texas,14114,113907,7912734,1.44,6/1/1997
5/31/1997,5/24/1997,04000US48,Texas,13473,110041,7912734,1.39,5/1/1997
5/24/1997,5/17/1997,04000US48,Texas,13115,111810,7912734,1.41,5/1/1997
5/17/1997,5/10/1997,04000US48,Texas,12556,111538,7912734,1.41,5/1/1997
5/10/1997,5/3/1997,04000US48,Texas,12969,113902,7912734,1.44,5/1/1997
5/3/1997,4/26/1997,04000US48,Texas,12260,115466,7912734,1.46,5/1/1997
4/26/1997,4/19/1997,04000US48,Texas,13131,118429,7912734,1.5,4/1/1997
4/19/1997,4/12/1997,04000US48,Texas,11060,118290,7912734,1.49,4/1/1997
4/12/1997,4/5/1997,04000US48,Texas,15163,117424,7912734,1.48,4/1/1997
4/5/1997,3/29/1997,04000US48,Texas,13268,122564,7855480,1.56,4/1/1997
3/29/1997,3/22/1997,04000US48,Texas,11314,122457,7855480,1.56,3/1/1997
3/22/1997,3/15/1997,04000US48,Texas,13304,123689,7855480,1.57,3/1/1997
3/15/1997,3/8/1997,04000US48,Texas,14024,127861,7855480,1.63,3/1/1997
3/8/1997,3/1/1997,04000US48,Texas,13501,125381,7855480,1.6,3/1/1997
3/1/1997,2/22/1997,04000US48,Texas,12235,118104,7855480,1.5,3/1/1997
2/22/1997,2/15/1997,04000US48,Texas,14401,144392,7855480,1.84,2/1/1997
2/15/1997,2/8/1997,04000US48,Texas,13316,129994,7855480,1.65,2/1/1997
2/8/1997,2/1/1997,04000US48,Texas,14892,129153,7855480,1.64,2/1/1997
2/1/1997,1/25/1997,04000US48,Texas,13614,124705,7855480,1.59,2/1/1997
1/25/1997,1/18/1997,04000US48,Texas,18834,146708,7855480,1.87,1/1/1997
1/18/1997,1/11/1997,04000US48,Texas,13909,140128,7855480,1.78,1/1/1997
1/11/1997,1/4/1997,04000US48,Texas,20582,113470,7855480,1.44,1/1/1997
1/4/1997,12/28/1996,04000US48,Texas,14715,114061,7802584,1.46,1/1/1997
12/28/1996,12/21/1996,04000US48,Texas,13320,147231,7802584,1.89,12/1/1996
12/21/1996,12/14/1996,04000US48,Texas,22341,122730,7802584,1.57,12/1/1996
12/14/1996,12/7/1996,04000US48,Texas,18233,109690,7802584,1.41,12/1/1996
12/7/1996,11/30/1996,04000US48,Texas,12228,90508,7802584,1.16,12/1/1996
11/30/1996,11/23/1996,04000US48,Texas,16281,128921,7802584,1.65,11/1/1996
11/23/1996,11/16/1996,04000US48,Texas,15630,103824,7802584,1.33,11/1/1996
11/16/1996,11/9/1996,04000US48,Texas,12993,110142,7802584,1.41,11/1/1996
11/9/1996,11/2/1996,04000US48,Texas,12675,111153,7802584,1.42,11/1/1996
11/2/1996,10/26/1996,04000US48,Texas,13311,109130,7802584,1.4,11/1/1996
10/26/1996,10/19/1996,04000US48,Texas,13231,108707,7802584,1.39,10/1/1996
10/19/1996,10/12/1996,04000US48,Texas,12634,108915,7802584,1.4,10/1/1996
10/12/1996,10/5/1996,04000US48,Texas,13476,105661,7802584,1.35,10/1/1996
10/5/1996,9/28/1996,04000US48,Texas,12624,112000,7752603,1.44,10/1/1996
9/28/1996,9/21/1996,04000US48,Texas,12312,107432,7752603,1.39,9/1/1996
9/21/1996,9/14/1996,04000US48,Texas,12693,114307,7752603,1.47,9/1/1996
9/14/1996,9/7/1996,04000US48,Texas,12823,100418,7752603,1.3,9/1/1996
9/7/1996,8/31/1996,04000US48,Texas,12137,127357,7752603,1.64,9/1/1996
8/31/1996,8/24/1996,04000US48,Texas,11693,110214,7752603,1.42,8/1/1996
8/24/1996,8/17/1996,04000US48,Texas,12687,118944,7752603,1.53,8/1/1996
8/17/1996,8/10/1996,04000US48,Texas,12108,115895,7752603,1.49,8/1/1996
8/10/1996,8/3/1996,04000US48,Texas,12771,120757,7752603,1.56,8/1/1996
8/3/1996,7/27/1996,04000US48,Texas,11843,117623,7752603,1.52,8/1/1996
7/27/1996,7/20/1996,04000US48,Texas,13448,124212,7752603,1.6,7/1/1996
7/20/1996,7/13/1996,04000US48,Texas,15133,117880,7752603,1.52,7/1/1996
7/13/1996,7/6/1996,04000US48,Texas,12613,100588,7752603,1.3,7/1/1996
7/6/1996,6/29/1996,04000US48,Texas,14174,134602,7649282,1.76,7/1/1996
6/29/1996,6/22/1996,04000US48,Texas,13583,115436,7649282,1.51,6/1/1996
6/22/1996,6/15/1996,04000US48,Texas,12638,117493,7649282,1.54,6/1/1996
6/15/1996,6/8/1996,04000US48,Texas,13972,115526,7649282,1.51,6/1/1996
6/8/1996,6/1/1996,04000US48,Texas,12455,103935,7649282,1.36,6/1/1996
6/1/1996,5/25/1996,04000US48,Texas,13011,125694,7649282,1.64,6/1/1996
5/25/1996,5/18/1996,04000US48,Texas,12804,114106,7649282,1.49,5/1/1996
5/18/1996,5/11/1996,04000US48,Texas,12138,116194,7649282,1.52,5/1/1996
5/11/1996,5/4/1996,04000US48,Texas,12031,115530,7649282,1.51,5/1/1996
5/4/1996,4/27/1996,04000US48,Texas,12201,119719,7649282,1.57,5/1/1996
4/27/1996,4/20/1996,04000US48,Texas,11813,118036,7649282,1.54,4/1/1996
4/20/1996,4/13/1996,04000US48,Texas,12846,125467,7649282,1.64,4/1/1996
4/13/1996,4/6/1996,04000US48,Texas,12623,118070,7649282,1.54,4/1/1996
4/6/1996,3/30/1996,04000US48,Texas,14848,129675,7588007,1.71,4/1/1996
3/30/1996,3/23/1996,04000US48,Texas,12524,122751,7588007,1.62,3/1/1996
3/23/1996,3/16/1996,04000US48,Texas,13491,132206,7588007,1.74,3/1/1996
3/16/1996,3/9/1996,04000US48,Texas,12355,124299,7588007,1.64,3/1/1996
3/9/1996,3/2/1996,04000US48,Texas,12688,136738,7588007,1.8,3/1/1996
3/2/1996,2/24/1996,04000US48,Texas,11665,118387,7588007,1.56,3/1/1996
2/24/1996,2/17/1996,04000US48,Texas,13297,150623,7588007,1.99,2/1/1996
2/17/1996,2/10/1996,04000US48,Texas,14703,131575,7588007,1.73,2/1/1996
2/10/1996,2/3/1996,04000US48,Texas,16671,142313,7588007,1.88,2/1/1996
2/3/1996,1/27/1996,04000US48,Texas,12124,130459,7588007,1.72,2/1/1996
1/27/1996,1/20/1996,04000US48,Texas,17120,133774,7588007,1.76,1/1/1996
1/20/1996,1/13/1996,04000US48,Texas,16683,141282,7588007,1.86,1/1/1996
1/13/1996,1/6/1996,04000US48,Texas,19332,126796,7588007,1.67,1/1/1996
1/6/1996,12/30/1995,04000US48,Texas,11850,124980,7519814,1.66,1/1/1996
12/30/1995,12/23/1995,04000US48,Texas,12931,150874,7519814,2.01,12/1/1995
12/23/1995,12/16/1995,04000US48,Texas,17812,120105,7519814,1.6,12/1/1995
12/16/1995,12/9/1995,04000US48,Texas,14256,131272,7519814,1.75,12/1/1995
12/9/1995,12/2/1995,04000US48,Texas,16421,122592,7519814,1.63,12/1/1995
12/2/1995,11/25/1995,04000US48,Texas,14709,104116,7519814,1.38,12/1/1995
11/25/1995,11/18/1995,04000US48,Texas,12253,137566,7519814,1.83,11/1/1995
11/18/1995,11/11/1995,04000US48,Texas,14604,122740,7519814,1.63,11/1/1995
11/11/1995,11/4/1995,04000US48,Texas,15240,114632,7519814,1.52,11/1/1995
11/4/1995,10/28/1995,04000US48,Texas,14238,117597,7519814,1.56,11/1/1995
10/28/1995,10/21/1995,04000US48,Texas,13379,114792,7519814,1.53,10/1/1995
10/21/1995,10/14/1995,04000US48,Texas,13699,120574,7519814,1.6,10/1/1995
10/14/1995,10/7/1995,04000US48,Texas,15682,113613,7519814,1.51,10/1/1995
10/7/1995,9/30/1995,04000US48,Texas,14556,113101,7439352,1.52,10/1/1995
9/30/1995,9/23/1995,04000US48,Texas,13619,115929,7439352,1.56,9/1/1995
9/23/1995,9/16/1995,04000US48,Texas,13334,114914,7439352,1.54,9/1/1995
9/16/1995,9/9/1995,04000US48,Texas,13615,110203,7439352,1.48,9/1/1995
9/9/1995,9/2/1995,04000US48,Texas,12372,118559,7439352,1.59,9/1/1995
9/2/1995,8/26/1995,04000US48,Texas,12746,118478,7439352,1.59,9/1/1995
8/26/1995,8/19/1995,04000US48,Texas,13343,120072,7439352,1.61,8/1/1995
8/19/1995,8/12/1995,04000US48,Texas,13984,123503,7439352,1.66,8/1/1995
8/12/1995,8/5/1995,04000US48,Texas,14039,122243,7439352,1.64,8/1/1995
8/5/1995,7/29/1995,04000US48,Texas,13809,121943,7439352,1.64,8/1/1995
7/29/1995,7/22/1995,04000US48,Texas,12948,125645,7439352,1.69,7/1/1995
7/22/1995,7/15/1995,04000US48,Texas,14101,126859,7439352,1.71,7/1/1995
7/15/1995,7/8/1995,04000US48,Texas,15040,119369,7439352,1.6,7/1/1995
7/8/1995,7/1/1995,04000US48,Texas,12863,122533,7439352,1.65,7/1/1995
7/1/1995,6/24/1995,04000US48,Texas,13459,122752,7439352,1.65,7/1/1995
6/24/1995,6/17/1995,04000US48,Texas,13541,122019,7439352,1.64,6/1/1995
6/17/1995,6/10/1995,04000US48,Texas,14811,122239,7359969,1.66,6/1/1995
6/10/1995,6/3/1995,04000US48,Texas,15377,111397,7359969,1.51,6/1/1995
6/3/1995,5/27/1995,04000US48,Texas,12839,126239,7359969,1.72,6/1/1995
5/27/1995,5/20/1995,04000US48,Texas,13659,118367,7359969,1.61,5/1/1995
5/20/1995,5/13/1995,04000US48,Texas,13254,121093,7359969,1.65,5/1/1995
5/13/1995,5/6/1995,04000US48,Texas,13423,117631,7359969,1.6,5/1/1995
5/6/1995,4/29/1995,04000US48,Texas,12928,123709,7359969,1.68,5/1/1995
4/29/1995,4/22/1995,04000US48,Texas,13337,123526,7359969,1.68,4/1/1995
4/22/1995,4/15/1995,04000US48,Texas,12180,125242,7359969,1.7,4/1/1995
4/15/1995,4/8/1995,04000US48,Texas,13781,122468,7359969,1.66,4/1/1995
4/8/1995,4/1/1995,04000US48,Texas,13606,123176,7359969,1.67,4/1/1995
4/1/1995,3/25/1995,04000US48,Texas,11938,128993,7359969,1.75,4/1/1995
3/25/1995,3/18/1995,04000US48,Texas,12761,130901,7359969,1.78,3/1/1995
3/18/1995,3/11/1995,04000US48,Texas,14904,130869,7291128,1.79,3/1/1995
3/11/1995,3/4/1995,04000US48,Texas,13981,131029,7291128,1.8,3/1/1995
3/4/1995,2/25/1995,04000US48,Texas,12313,120742,7291128,1.66,3/1/1995
2/25/1995,2/18/1995,04000US48,Texas,12300,139692,7291128,1.92,2/1/1995
2/18/1995,2/11/1995,04000US48,Texas,13527,134480,7291128,1.84,2/1/1995
2/11/1995,2/4/1995,04000US48,Texas,14954,136038,7291128,1.87,2/1/1995
2/4/1995,1/28/1995,04000US48,Texas,14686,134004,7291128,1.84,2/1/1995
1/28/1995,1/21/1995,04000US48,Texas,15942,127683,7291128,1.75,1/1/1995
1/21/1995,1/14/1995,04000US48,Texas,17587,148211,7291128,2.03,1/1/1995
1/14/1995,1/7/1995,04000US48,Texas,20387,143245,7291128,1.96,1/1/1995
1/7/1995,12/31/1994,04000US48,Texas,14519,117061,7291128,1.61,1/1/1995
12/31/1994,12/24/1994,04000US48,Texas,14223,138286,7291128,1.9,12/1/1994
12/24/1994,12/17/1994,04000US48,Texas,17970,121945,7291128,1.67,12/1/1994
12/17/1994,12/10/1994,04000US48,Texas,14585,131954,7225031,1.83,12/1/1994
12/10/1994,12/3/1994,04000US48,Texas,16691,122886,7225031,1.7,12/1/1994
12/3/1994,11/26/1994,04000US48,Texas,15860,116176,7225031,1.61,12/1/1994
11/26/1994,11/19/1994,04000US48,Texas,12192,123706,7225031,1.71,11/1/1994
11/19/1994,11/12/1994,04000US48,Texas,14475,108020,7225031,1.5,11/1/1994
11/12/1994,11/5/1994,04000US48,Texas,16421,126709,7225031,1.75,11/1/1994
11/5/1994,10/29/1994,04000US48,Texas,15513,117112,7225031,1.62,11/1/1994
10/29/1994,10/22/1994,04000US48,Texas,14954,112782,7225031,1.56,10/1/1994
10/22/1994,10/15/1994,04000US48,Texas,12929,115006,7225031,1.59,10/1/1994
10/15/1994,10/8/1994,04000US48,Texas,14569,113981,7225031,1.58,10/1/1994
10/8/1994,10/1/1994,04000US48,Texas,14377,108925,7225031,1.51,10/1/1994
10/1/1994,9/24/1994,04000US48,Texas,13532,115349,7225031,1.6,10/1/1994
9/24/1994,9/17/1994,04000US48,Texas,12026,114105,7225031,1.58,9/1/1994
9/17/1994,9/10/1994,04000US48,Texas,12001,111994,7169469,1.56,9/1/1994
9/10/1994,9/3/1994,04000US48,Texas,12136,121191,7169469,1.69,9/1/1994
9/3/1994,8/27/1994,04000US48,Texas,12699,120574,7169469,1.68,9/1/1994
8/27/1994,8/20/1994,04000US48,Texas,12604,119857,7169469,1.67,8/1/1994
8/20/1994,8/13/1994,04000US48,Texas,13710,123089,7169469,1.72,8/1/1994
8/13/1994,8/6/1994,04000US48,Texas,12598,120791,7169469,1.68,8/1/1994
8/6/1994,7/30/1994,04000US48,Texas,13045,123431,7169469,1.72,8/1/1994
7/30/1994,7/23/1994,04000US48,Texas,13364,125374,7169469,1.75,7/1/1994
7/23/1994,7/16/1994,04000US48,Texas,13895,127407,7169469,1.78,7/1/1994
7/16/1994,7/9/1994,04000US48,Texas,15006,120118,7169469,1.68,7/1/1994
7/9/1994,7/2/1994,04000US48,Texas,12863,125191,7169469,1.75,7/1/1994
7/2/1994,6/25/1994,04000US48,Texas,12889,127495,7169469,1.78,7/1/1994
6/25/1994,6/18/1994,04000US48,Texas,13382,125068,7169469,1.74,6/1/1994
6/18/1994,6/11/1994,04000US48,Texas,13571,127346,7113056,1.79,6/1/1994
6/11/1994,6/4/1994,04000US48,Texas,13616,115368,7113056,1.62,6/1/1994
6/4/1994,5/28/1994,04000US48,Texas,13282,133562,7113056,1.88,6/1/1994
5/28/1994,5/21/1994,04000US48,Texas,14504,124630,7113056,1.75,5/1/1994
5/21/1994,5/14/1994,04000US48,Texas,14182,128992,7113056,1.81,5/1/1994
5/14/1994,5/7/1994,04000US48,Texas,14716,126422,7113056,1.78,5/1/1994
5/7/1994,4/30/1994,04000US48,Texas,13764,129127,7113056,1.82,5/1/1994
4/30/1994,4/23/1994,04000US48,Texas,12982,126341,7113056,1.78,4/1/1994
4/23/1994,4/16/1994,04000US48,Texas,13466,130878,7113056,1.84,4/1/1994
4/16/1994,4/9/1994,04000US48,Texas,14174,132378,7113056,1.86,4/1/1994
4/9/1994,4/2/1994,04000US48,Texas,13304,131759,7113056,1.85,4/1/1994
4/2/1994,3/26/1994,04000US48,Texas,12902,139751,7113056,1.96,4/1/1994
3/26/1994,3/19/1994,04000US48,Texas,13522,140715,7113056,1.98,3/1/1994
3/19/1994,3/12/1994,04000US48,Texas,13761,144078,7049974,2.04,3/1/1994
3/12/1994,3/5/1994,04000US48,Texas,14004,144516,7049974,2.05,3/1/1994
3/5/1994,2/26/1994,04000US48,Texas,13244,135850,7049974,1.93,3/1/1994
2/26/1994,2/19/1994,04000US48,Texas,13043,158869,7049974,2.25,2/1/1994
2/19/1994,2/12/1994,04000US48,Texas,15017,154125,7049974,2.19,2/1/1994
2/12/1994,2/5/1994,04000US48,Texas,15376,153246,7049974,2.17,2/1/1994
2/5/1994,1/29/1994,04000US48,Texas,16747,153593,7049974,2.18,2/1/1994
1/29/1994,1/22/1994,04000US48,Texas,17042,149097,7049974,2.11,1/1/1994
1/22/1994,1/15/1994,04000US48,Texas,16996,163395,7049974,2.32,1/1/1994
1/15/1994,1/8/1994,04000US48,Texas,20720,154199,7049974,2.19,1/1/1994
1/8/1994,1/1/1994,04000US48,Texas,18491,151655,7049974,2.15,1/1/1994
1/1/1994,12/25/1993,04000US48,Texas,15307,129869,7049974,1.84,1/1/1994
12/25/1993,12/18/1993,04000US48,Texas,19233,152804,7049974,2.17,12/1/1993
12/18/1993,12/11/1993,04000US48,Texas,16205,147951,6996091,2.11,12/1/1993
12/11/1993,12/4/1993,04000US48,Texas,17935,136095,6996091,1.95,12/1/1993
12/4/1993,11/27/1993,04000US48,Texas,15863,127544,6996091,1.82,12/1/1993
11/27/1993,11/20/1993,04000US48,Texas,13698,141811,6996091,2.03,11/1/1993
11/20/1993,11/13/1993,04000US48,Texas,15770,121011,6996091,1.73,11/1/1993
11/13/1993,11/6/1993,04000US48,Texas,16363,140349,6996091,2.01,11/1/1993
11/6/1993,10/30/1993,04000US48,Texas,16235,129076,6996091,1.84,11/1/1993
10/30/1993,10/23/1993,04000US48,Texas,16693,128919,6996091,1.84,10/1/1993
10/23/1993,10/16/1993,04000US48,Texas,16801,128071,6996091,1.83,10/1/1993
10/16/1993,10/9/1993,04000US48,Texas,16156,121479,6996091,1.74,10/1/1993
10/9/1993,10/2/1993,04000US48,Texas,15134,118107,6996091,1.69,10/1/1993
10/2/1993,9/25/1993,04000US48,Texas,13318,126413,6996091,1.81,10/1/1993
9/25/1993,9/18/1993,04000US48,Texas,13279,123103,6996091,1.76,9/1/1993
9/18/1993,9/11/1993,04000US48,Texas,12892,121650,6944701,1.75,9/1/1993
9/11/1993,9/4/1993,04000US48,Texas,12931,132676,6944701,1.91,9/1/1993
9/4/1993,8/28/1993,04000US48,Texas,13345,128637,6944701,1.85,9/1/1993
8/28/1993,8/21/1993,04000US48,Texas,13206,128110,6944701,1.84,8/1/1993
8/21/1993,8/14/1993,04000US48,Texas,13837,131786,6944701,1.9,8/1/1993
8/14/1993,8/7/1993,04000US48,Texas,13174,134934,6944701,1.94,8/1/1993
8/7/1993,7/31/1993,04000US48,Texas,14424,131201,6944701,1.89,8/1/1993
7/31/1993,7/24/1993,04000US48,Texas,15250,135369,6944701,1.95,7/1/1993
7/24/1993,7/17/1993,04000US48,Texas,14406,132946,6944701,1.91,7/1/1993
7/17/1993,7/10/1993,04000US48,Texas,16128,141313,6944701,2.03,7/1/1993
7/10/1993,7/3/1993,04000US48,Texas,14579,124354,6944701,1.79,7/1/1993
7/3/1993,6/26/1993,04000US48,Texas,14204,134383,6944701,1.94,7/1/1993
6/26/1993,6/19/1993,04000US48,Texas,15057,133192,6944701,1.92,6/1/1993
6/19/1993,6/12/1993,04000US48,Texas,14525,132961,6909012,1.92,6/1/1993
6/12/1993,6/5/1993,04000US48,Texas,15227,123600,6909012,1.79,6/1/1993
6/5/1993,5/29/1993,04000US48,Texas,12754,136816,6909012,1.98,6/1/1993
5/29/1993,5/22/1993,04000US48,Texas,15414,131059,6909012,1.9,5/1/1993
5/22/1993,5/15/1993,04000US48,Texas,13678,134758,6909012,1.95,5/1/1993
5/15/1993,5/8/1993,04000US48,Texas,13564,132075,6909012,1.91,5/1/1993
5/8/1993,5/1/1993,04000US48,Texas,13225,134457,6909012,1.95,5/1/1993
5/1/1993,4/24/1993,04000US48,Texas,15486,138486,6909012,2,5/1/1993
4/24/1993,4/17/1993,04000US48,Texas,13778,142193,6909012,2.06,4/1/1993
4/17/1993,4/10/1993,04000US48,Texas,13934,137456,6909012,1.99,4/1/1993
4/10/1993,4/3/1993,04000US48,Texas,14787,139300,6909012,2.02,4/1/1993
4/3/1993,3/27/1993,04000US48,Texas,13075,142510,6909012,2.06,4/1/1993
3/27/1993,3/20/1993,04000US48,Texas,14352,148922,6909012,2.16,3/1/1993
3/20/1993,3/13/1993,04000US48,Texas,14751,144184,6889506,2.09,3/1/1993
3/13/1993,3/6/1993,04000US48,Texas,14610,149111,6889506,2.16,3/1/1993
3/6/1993,2/27/1993,04000US48,Texas,14477,147244,6889506,2.14,3/1/1993
2/27/1993,2/20/1993,04000US48,Texas,14993,143040,6889506,2.08,2/1/1993
2/20/1993,2/13/1993,04000US48,Texas,17238,171894,6889506,2.5,2/1/1993
2/13/1993,2/6/1993,04000US48,Texas,13582,142958,6889506,2.08,2/1/1993
2/6/1993,1/30/1993,04000US48,Texas,16269,153629,6889506,2.23,2/1/1993
1/30/1993,1/23/1993,04000US48,Texas,18267,151557,6889506,2.2,1/1/1993
1/23/1993,1/16/1993,04000US48,Texas,16978,163638,6889506,2.38,1/1/1993
1/16/1993,1/9/1993,04000US48,Texas,22026,164481,6889506,2.39,1/1/1993
1/9/1993,1/2/1993,04000US48,Texas,18223,140659,6889506,2.04,1/1/1993
1/2/1993,12/26/1992,04000US48,Texas,14860,143073,6889506,2.08,1/1/1993
12/26/1992,12/19/1992,04000US48,Texas,15677,158804,6889506,2.31,12/1/1992
12/19/1992,12/12/1992,04000US48,Texas,17129,150982,6874327,2.2,12/1/1992
12/12/1992,12/5/1992,04000US48,Texas,18926,140196,6874327,2.04,12/1/1992
12/5/1992,11/28/1992,04000US48,Texas,17985,134199,6874327,1.95,12/1/1992
11/28/1992,11/21/1992,04000US48,Texas,14137,143392,6874327,2.09,11/1/1992
11/21/1992,11/14/1992,04000US48,Texas,17546,130717,6874327,1.9,11/1/1992
11/14/1992,11/7/1992,04000US48,Texas,15268,136313,6874327,1.98,11/1/1992
11/7/1992,10/31/1992,04000US48,Texas,17023,127834,6874327,1.86,11/1/1992
10/31/1992,10/24/1992,04000US48,Texas,15594,132334,6874327,1.93,10/1/1992
10/24/1992,10/17/1992,04000US48,Texas,15451,132686,6874327,1.93,10/1/1992
10/17/1992,10/10/1992,04000US48,Texas,15943,127906,6874327,1.86,10/1/1992
10/10/1992,10/3/1992,04000US48,Texas,16609,124818,6874327,1.82,10/1/1992
10/3/1992,9/26/1992,04000US48,Texas,14359,133125,6874327,1.94,10/1/1992
9/26/1992,9/19/1992,04000US48,Texas,14712,132839,6874327,1.93,9/1/1992
9/19/1992,9/12/1992,04000US48,Texas,13871,130474,6867566,1.9,9/1/1992
9/12/1992,9/5/1992,04000US48,Texas,13377,140590,6867566,2.05,9/1/1992
9/5/1992,8/29/1992,04000US48,Texas,14955,139460,6867566,2.03,9/1/1992
8/29/1992,8/22/1992,04000US48,Texas,14742,142504,6867566,2.08,8/1/1992
8/22/1992,8/15/1992,04000US48,Texas,15203,143838,6867566,2.09,8/1/1992
8/15/1992,8/8/1992,04000US48,Texas,15175,144007,6867566,2.1,8/1/1992
8/8/1992,8/1/1992,04000US48,Texas,17347,148071,6867566,2.16,8/1/1992
8/1/1992,7/25/1992,04000US48,Texas,15374,148180,6867566,2.16,8/1/1992
7/25/1992,7/18/1992,04000US48,Texas,16556,147417,6867566,2.15,7/1/1992
7/18/1992,7/11/1992,04000US48,Texas,17195,147038,6867566,2.14,7/1/1992
7/11/1992,7/4/1992,04000US48,Texas,16170,141495,6867566,2.06,7/1/1992
7/4/1992,6/27/1992,04000US48,Texas,16513,145503,6867566,2.12,7/1/1992
6/27/1992,6/20/1992,04000US48,Texas,15367,141744,6867566,2.06,6/1/1992
6/20/1992,6/13/1992,04000US48,Texas,16819,147837,6861633,2.15,6/1/1992
6/13/1992,6/6/1992,04000US48,Texas,17691,138848,6861633,2.02,6/1/1992
6/6/1992,5/30/1992,04000US48,Texas,16810,140734,6861633,2.05,6/1/1992
5/30/1992,5/23/1992,04000US48,Texas,15350,144890,6861633,2.11,5/1/1992
5/23/1992,5/16/1992,04000US48,Texas,16304,146901,6861633,2.14,5/1/1992
5/16/1992,5/9/1992,04000US48,Texas,14921,145618,6861633,2.12,5/1/1992
5/9/1992,5/2/1992,04000US48,Texas,16242,151052,6861633,2.2,5/1/1992
5/2/1992,4/25/1992,04000US48,Texas,17090,154726,6861633,2.25,5/1/1992
4/25/1992,4/18/1992,04000US48,Texas,15216,159401,6861633,2.32,4/1/1992
4/18/1992,4/11/1992,04000US48,Texas,19557,158055,6861633,2.3,4/1/1992
4/11/1992,4/4/1992,04000US48,Texas,17068,163468,6861633,2.38,4/1/1992
4/4/1992,3/28/1992,04000US48,Texas,16228,161123,6861633,2.35,4/1/1992
3/28/1992,3/21/1992,04000US48,Texas,16041,172884,6861633,2.52,3/1/1992
3/21/1992,3/14/1992,04000US48,Texas,19687,172756,6847246,2.52,3/1/1992
3/14/1992,3/7/1992,04000US48,Texas,16833,178653,6847246,2.61,3/1/1992
3/7/1992,2/29/1992,04000US48,Texas,16114,170192,6847246,2.49,3/1/1992
2/29/1992,2/22/1992,04000US48,Texas,20048,195784,6847246,2.86,2/1/1992
2/22/1992,2/15/1992,04000US48,Texas,15357,167931,6847246,2.45,2/1/1992
2/15/1992,2/8/1992,04000US48,Texas,21928,189818,6847246,2.77,2/1/1992
2/8/1992,2/1/1992,04000US48,Texas,17825,165903,6847246,2.42,2/1/1992
2/1/1992,1/25/1992,04000US48,Texas,21230,170893,6847246,2.5,2/1/1992
1/25/1992,1/18/1992,04000US48,Texas,21569,177817,6847246,2.6,1/1/1992
1/18/1992,1/11/1992,04000US48,Texas,18579,173224,6847246,2.53,1/1/1992
1/11/1992,1/4/1992,04000US48,Texas,23742,153035,6847246,2.23,1/1/1992
1/4/1992,12/28/1991,04000US48,Texas,15652,198974,6847246,2.91,1/1/1992
12/28/1991,12/21/1991,04000US48,Texas,15748,117593,6847246,1.72,12/1/1991
12/21/1991,12/14/1991,04000US48,Texas,20286,162221,6818798,2.38,12/1/1991
12/14/1991,12/7/1991,04000US48,Texas,20902,148633,6818798,2.18,12/1/1991
12/7/1991,11/30/1991,04000US48,Texas,13300,113185,6818798,1.66,12/1/1991
11/30/1991,11/23/1991,04000US48,Texas,16140,148723,6818798,2.18,11/1/1991
11/23/1991,11/16/1991,04000US48,Texas,19122,134215,6818798,1.97,11/1/1991
11/16/1991,11/9/1991,04000US48,Texas,16573,142190,6818798,2.09,11/1/1991
11/9/1991,11/2/1991,04000US48,Texas,18110,134393,6818798,1.97,11/1/1991
11/2/1991,10/26/1991,04000US48,Texas,18027,127589,6818798,1.87,11/1/1991
10/26/1991,10/19/1991,04000US48,Texas,16212,134121,6818798,1.97,10/1/1991
10/19/1991,10/12/1991,04000US48,Texas,16646,124125,6818798,1.82,10/1/1991
10/12/1991,10/5/1991,04000US48,Texas,21212,142974,6818798,2.1,10/1/1991
10/5/1991,9/28/1991,04000US48,Texas,14954,123504,6818798,1.81,10/1/1991
9/28/1991,9/21/1991,04000US48,Texas,15642,127160,6818798,1.86,9/1/1991
9/21/1991,9/14/1991,04000US48,Texas,15109,126142,6779485,1.86,9/1/1991
9/14/1991,9/7/1991,04000US48,Texas,14718,118325,6779485,1.75,9/1/1991
9/7/1991,8/31/1991,04000US48,Texas,12282,131453,6779485,1.94,9/1/1991
8/31/1991,8/24/1991,04000US48,Texas,14076,127606,6779485,1.88,8/1/1991
8/24/1991,8/17/1991,04000US48,Texas,14055,130556,6779485,1.93,8/1/1991
8/17/1991,8/10/1991,04000US48,Texas,13868,130795,6779485,1.93,8/1/1991
8/10/1991,8/3/1991,04000US48,Texas,16731,132517,6779485,1.95,8/1/1991
8/3/1991,7/27/1991,04000US48,Texas,14537,127045,6779485,1.87,8/1/1991
7/27/1991,7/20/1991,04000US48,Texas,14665,131565,6779485,1.94,7/1/1991
7/20/1991,7/13/1991,04000US48,Texas,15012,131042,6779485,1.93,7/1/1991
7/13/1991,7/6/1991,04000US48,Texas,18181,154609,6779485,2.28,7/1/1991
7/6/1991,6/29/1991,04000US48,Texas,14777,142131,6779485,2.1,7/1/1991
6/29/1991,6/22/1991,04000US48,Texas,13778,126955,6779485,1.87,6/1/1991
6/22/1991,6/15/1991,04000US48,Texas,14069,128978,6717009,1.92,6/1/1991
6/15/1991,6/8/1991,04000US48,Texas,15187,125817,6717009,1.87,6/1/1991
6/8/1991,6/1/1991,04000US48,Texas,15073,132088,6717009,1.97,6/1/1991
6/1/1991,5/25/1991,04000US48,Texas,11074,120420,6717009,1.79,6/1/1991
5/25/1991,5/18/1991,04000US48,Texas,14225,130165,6717009,1.94,5/1/1991
